,Month,Day,Hour,331111,325110,324110,322130,322121,311221,325199,325311,322110,325181,327410,212391,325211,325193
0,1,2,0,1,0.7621441999999999,0.7633575,0.7875648000000001,0.894056,0.46666667,0.76413876,0.45266667,0.7089378000000001,1,0.1965,1,0.196,0.7485101
1,1,2,1,1,0.7584586999999999,0.7588520000000001,0.7681161999999999,0.8891194,0.2,0.74875027,0.1939999999999999,0.70133865,1,0.1965,1,0.196,0.74059016
2,1,2,2,1,0.7547731,0.7543465,0.74866754,0.88418275,0.2,0.7333618000000001,0.1939999999999999,0.6937395000000001,1,0.1965,1,0.196,0.73267025
3,1,2,3,1,0.7547731,0.7543465,0.74866754,0.88418275,0.2,0.7333618000000001,0.1939999999999999,0.6937395000000001,1,0.1965,1,0.196,0.73267025
4,1,2,4,1,0.7547731,0.7543465,0.74866754,0.88418275,0.2,0.7333618000000001,0.1939999999999999,0.6937395000000001,1,0.1965,1,0.196,0.73267025
5,1,2,5,1,0.7584586999999999,0.7588520000000001,0.7681161999999999,0.8891194,0.46666667,0.74875027,0.45266667,0.70133865,1,0.4585,1,0.45733333,0.74059016
6,1,2,6,1,0.7621441999999999,0.7633575,0.7875648000000001,0.894056,0.73333335,0.76413876,0.71133333,0.7089378000000001,1,0.7205,1,0.7186667,0.7485101
7,1,2,7,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
8,1,2,8,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
9,1,2,9,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
10,1,2,10,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
11,1,2,11,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
12,1,2,12,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
13,1,2,13,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
14,1,2,14,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
15,1,2,15,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
16,1,2,16,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
17,1,2,17,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
18,1,2,18,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
19,1,2,19,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
20,1,2,20,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.7205,1,0.98,0.75643003
21,1,2,21,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.4585,1,0.7186667,0.75643003
22,1,2,22,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.1965,1,0.45733333,0.75643003
23,1,2,23,1,0.76582974,0.76786304,0.80701345,0.89899266,0.73333335,0.7795272,0.71133333,0.716537,1,0.1965,1,0.196,0.75643003
24,1,3,0,1,0.7621441999999999,0.7633575,0.7875648000000001,0.894056,0.46666667,0.76413876,0.45266667,0.7089378000000001,1,0.1965,1,0.196,0.7485101
25,1,3,1,1,0.7584586999999999,0.7588520000000001,0.7681161999999999,0.8891194,0.2,0.74875027,0.1939999999999999,0.70133865,1,0.1965,1,0.196,0.74059016
26,1,3,2,1,0.7547731,0.7543465,0.74866754,0.88418275,0.2,0.7333618000000001,0.1939999999999999,0.6937395000000001,1,0.1965,1,0.196,0.73267025
27,1,3,3,1,0.7547731,0.7543465,0.74866754,0.88418275,0.2,0.7333618000000001,0.1939999999999999,0.6937395000000001,1,0.1965,1,0.196,0.73267025
28,1,3,4,1,0.7547731,0.7543465,0.74866754,0.88418275,0.2,0.7333618000000001,0.1939999999999999,0.6937395000000001,1,0.1965,1,0.196,0.73267025
29,1,3,5,1,0.7584586999999999,0.7588520000000001,0.7681161999999999,0.8891194,0.46666667,0.74875027,0.45266667,0.70133865,1,0.4585,1,0.45733333,0.74059016
30,1,3,6,1,0.7621441999999999,0.7633575,0.7875648000000001,0.894056,0.73333335,0.76413876,0.71133333,0.7089378000000001,1,0.7205,1,0.7186667,0.7485101
31,1,3,7,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
32,1,3,8,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
33,1,3,9,1,0.76582974,0.76786304,0.80701345,0.89899266,1.0,0.7795272,0.97,0.716537,1,0.9825,1,0.98,0.75643003
