,Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price
1247,01/04/2021,12:00,N,HB_HUBAVG,16.89
1262,01/04/2021,13:00,N,HB_HUBAVG,16.78
1277,01/04/2021,14:00,N,HB_HUBAVG,16.72
1292,01/04/2021,15:00,N,HB_HUBAVG,16.59
1307,01/04/2021,16:00,N,HB_HUBAVG,16.26
1322,01/04/2021,17:00,N,HB_HUBAVG,18.65
1337,01/04/2021,18:00,N,HB_HUBAVG,32.55
1352,01/04/2021,19:00,N,HB_HUBAVG,31.66
1367,01/04/2021,20:00,N,HB_HUBAVG,21.85
1382,01/04/2021,21:00,N,HB_HUBAVG,22.07
1397,01/04/2021,22:00,N,HB_HUBAVG,19.54
1412,01/04/2021,23:00,N,HB_HUBAVG,18.39
1427,01/04/2021,24:00,N,HB_HUBAVG,17.95
1442,01/05/2021,01:00,N,HB_HUBAVG,17.53
1457,01/05/2021,02:00,N,HB_HUBAVG,17.14
1472,01/05/2021,03:00,N,HB_HUBAVG,17.32
1487,01/05/2021,04:00,N,HB_HUBAVG,17.08
1502,01/05/2021,05:00,N,HB_HUBAVG,17.55
1517,01/05/2021,06:00,N,HB_HUBAVG,20.45
1532,01/05/2021,07:00,N,HB_HUBAVG,35.88
1547,01/05/2021,08:00,N,HB_HUBAVG,31.33
1562,01/05/2021,09:00,N,HB_HUBAVG,20.4
1577,01/05/2021,10:00,N,HB_HUBAVG,19.86
1592,01/05/2021,11:00,N,HB_HUBAVG,18.95
1607,01/05/2021,12:00,N,HB_HUBAVG,16.9
1622,01/05/2021,13:00,N,HB_HUBAVG,16.9
1637,01/05/2021,14:00,N,HB_HUBAVG,16.45
1652,01/05/2021,15:00,N,HB_HUBAVG,15.9
1667,01/05/2021,16:00,N,HB_HUBAVG,15.57
1682,01/05/2021,17:00,N,HB_HUBAVG,17.48
1697,01/05/2021,18:00,N,HB_HUBAVG,25.65
1712,01/05/2021,19:00,N,HB_HUBAVG,20.01
1727,01/05/2021,20:00,N,HB_HUBAVG,18.9
1742,01/05/2021,21:00,N,HB_HUBAVG,18.8
1757,01/05/2021,22:00,N,HB_HUBAVG,17.0
1772,01/05/2021,23:00,N,HB_HUBAVG,16.06
1787,01/05/2021,24:00,N,HB_HUBAVG,11.07
1802,01/06/2021,01:00,N,HB_HUBAVG,6.01
1817,01/06/2021,02:00,N,HB_HUBAVG,5.34
1832,01/06/2021,03:00,N,HB_HUBAVG,5.25
1847,01/06/2021,04:00,N,HB_HUBAVG,6.16
1862,01/06/2021,05:00,N,HB_HUBAVG,6.77
1877,01/06/2021,06:00,N,HB_HUBAVG,11.09
1892,01/06/2021,07:00,N,HB_HUBAVG,17.71
1907,01/06/2021,08:00,N,HB_HUBAVG,17.75
1922,01/06/2021,09:00,N,HB_HUBAVG,16.96
1937,01/06/2021,10:00,N,HB_HUBAVG,16.52
1952,01/06/2021,11:00,N,HB_HUBAVG,15.27
1967,01/06/2021,12:00,N,HB_HUBAVG,12.7
1982,01/06/2021,13:00,N,HB_HUBAVG,12.76
1997,01/06/2021,14:00,N,HB_HUBAVG,13.33
2012,01/06/2021,15:00,N,HB_HUBAVG,13.03
2027,01/06/2021,16:00,N,HB_HUBAVG,12.58
2042,01/06/2021,17:00,N,HB_HUBAVG,17.13
2057,01/06/2021,18:00,N,HB_HUBAVG,27.77
2072,01/06/2021,19:00,N,HB_HUBAVG,28.22
2087,01/06/2021,20:00,N,HB_HUBAVG,22.92
2102,01/06/2021,21:00,N,HB_HUBAVG,24.71
2117,01/06/2021,22:00,N,HB_HUBAVG,21.82
2132,01/06/2021,23:00,N,HB_HUBAVG,17.37
2147,01/06/2021,24:00,N,HB_HUBAVG,17.63
2162,01/07/2021,01:00,N,HB_HUBAVG,9.25
2177,01/07/2021,02:00,N,HB_HUBAVG,7.79
2192,01/07/2021,03:00,N,HB_HUBAVG,8.68
2207,01/07/2021,04:00,N,HB_HUBAVG,11.62
2222,01/07/2021,05:00,N,HB_HUBAVG,15.33
2237,01/07/2021,06:00,N,HB_HUBAVG,18.93
2252,01/07/2021,07:00,N,HB_HUBAVG,25.92
2267,01/07/2021,08:00,N,HB_HUBAVG,26.8
2282,01/07/2021,09:00,N,HB_HUBAVG,24.72
2297,01/07/2021,10:00,N,HB_HUBAVG,20.12
2312,01/07/2021,11:00,N,HB_HUBAVG,19.38
2327,01/07/2021,12:00,N,HB_HUBAVG,18.11
2342,01/07/2021,13:00,N,HB_HUBAVG,17.59
2357,01/07/2021,14:00,N,HB_HUBAVG,17.48
2372,01/07/2021,15:00,N,HB_HUBAVG,17.37
2387,01/07/2021,16:00,N,HB_HUBAVG,17.59
2402,01/07/2021,17:00,N,HB_HUBAVG,19.41
2417,01/07/2021,18:00,N,HB_HUBAVG,42.2
2432,01/07/2021,19:00,N,HB_HUBAVG,41.37
2447,01/07/2021,20:00,N,HB_HUBAVG,26.56
2462,01/07/2021,21:00,N,HB_HUBAVG,24.08
2477,01/07/2021,22:00,N,HB_HUBAVG,20.73
2492,01/07/2021,23:00,N,HB_HUBAVG,19.38
2507,01/07/2021,24:00,N,HB_HUBAVG,19.61
2522,01/08/2021,01:00,N,HB_HUBAVG,18.52
2537,01/08/2021,02:00,N,HB_HUBAVG,18.23
2552,01/08/2021,03:00,N,HB_HUBAVG,18.36
2567,01/08/2021,04:00,N,HB_HUBAVG,18.61
2582,01/08/2021,05:00,N,HB_HUBAVG,19.17
2597,01/08/2021,06:00,N,HB_HUBAVG,22.26
2612,01/08/2021,07:00,N,HB_HUBAVG,46.93
2627,01/08/2021,08:00,N,HB_HUBAVG,46.53
2642,01/08/2021,09:00,N,HB_HUBAVG,39.88
2657,01/08/2021,10:00,N,HB_HUBAVG,29.92
2672,01/08/2021,11:00,N,HB_HUBAVG,25.19
2687,01/08/2021,12:00,N,HB_HUBAVG,21.23
2702,01/08/2021,13:00,N,HB_HUBAVG,19.19
2717,01/08/2021,14:00,N,HB_HUBAVG,18.25
2732,01/08/2021,15:00,N,HB_HUBAVG,17.98
2747,01/08/2021,16:00,N,HB_HUBAVG,17.87
2762,01/08/2021,17:00,N,HB_HUBAVG,19.69
2777,01/08/2021,18:00,N,HB_HUBAVG,31.98
2792,01/08/2021,19:00,N,HB_HUBAVG,29.52
2807,01/08/2021,20:00,N,HB_HUBAVG,23.75
2822,01/08/2021,21:00,N,HB_HUBAVG,22.85
2837,01/08/2021,22:00,N,HB_HUBAVG,22.28
2852,01/08/2021,23:00,N,HB_HUBAVG,20.58
2867,01/08/2021,24:00,N,HB_HUBAVG,20.54
2882,01/09/2021,01:00,N,HB_HUBAVG,19.67
2897,01/09/2021,02:00,N,HB_HUBAVG,19.22
2912,01/09/2021,03:00,N,HB_HUBAVG,19.4
2927,01/09/2021,04:00,N,HB_HUBAVG,20.01
2942,01/09/2021,05:00,N,HB_HUBAVG,20.04
2957,01/09/2021,06:00,N,HB_HUBAVG,25.17
2972,01/09/2021,07:00,N,HB_HUBAVG,27.17
2987,01/09/2021,08:00,N,HB_HUBAVG,33.67
3002,01/09/2021,09:00,N,HB_HUBAVG,33.85
3017,01/09/2021,10:00,N,HB_HUBAVG,28.99
3032,01/09/2021,11:00,N,HB_HUBAVG,22.47
3047,01/09/2021,12:00,N,HB_HUBAVG,20.49
3062,01/09/2021,13:00,N,HB_HUBAVG,19.53
3077,01/09/2021,14:00,N,HB_HUBAVG,17.88
3092,01/09/2021,15:00,N,HB_HUBAVG,16.87
3107,01/09/2021,16:00,N,HB_HUBAVG,16.83
3122,01/09/2021,17:00,N,HB_HUBAVG,17.33
3137,01/09/2021,18:00,N,HB_HUBAVG,26.05
3152,01/09/2021,19:00,N,HB_HUBAVG,21.51
3167,01/09/2021,20:00,N,HB_HUBAVG,19.82
3182,01/09/2021,21:00,N,HB_HUBAVG,20.26
3197,01/09/2021,22:00,N,HB_HUBAVG,20.72
3212,01/09/2021,23:00,N,HB_HUBAVG,19.77
3227,01/09/2021,24:00,N,HB_HUBAVG,18.36
3242,01/10/2021,01:00,N,HB_HUBAVG,22.35
3257,01/10/2021,02:00,N,HB_HUBAVG,21.84
3272,01/10/2021,03:00,N,HB_HUBAVG,20.97
3287,01/10/2021,04:00,N,HB_HUBAVG,20.56
3302,01/10/2021,05:00,N,HB_HUBAVG,20.61
3317,01/10/2021,06:00,N,HB_HUBAVG,21.76
3332,01/10/2021,07:00,N,HB_HUBAVG,23.33
3347,01/10/2021,08:00,N,HB_HUBAVG,25.91
3362,01/10/2021,09:00,N,HB_HUBAVG,26.46
3377,01/10/2021,10:00,N,HB_HUBAVG,27.96
3392,01/10/2021,11:00,N,HB_HUBAVG,28.98
3407,01/10/2021,12:00,N,HB_HUBAVG,27.15
3422,01/10/2021,13:00,N,HB_HUBAVG,27.46
3437,01/10/2021,14:00,N,HB_HUBAVG,23.07
3452,01/10/2021,15:00,N,HB_HUBAVG,22.19
3467,01/10/2021,16:00,N,HB_HUBAVG,23.28
3482,01/10/2021,17:00,N,HB_HUBAVG,24.9
3497,01/10/2021,18:00,N,HB_HUBAVG,47.45
3512,01/10/2021,19:00,N,HB_HUBAVG,48.33
3527,01/10/2021,20:00,N,HB_HUBAVG,44.24
3542,01/10/2021,21:00,N,HB_HUBAVG,36.66
3557,01/10/2021,22:00,N,HB_HUBAVG,31.18
3572,01/10/2021,23:00,N,HB_HUBAVG,27.16
3587,01/10/2021,24:00,N,HB_HUBAVG,23.56
3602,01/11/2021,01:00,N,HB_HUBAVG,23.52
3617,01/11/2021,02:00,N,HB_HUBAVG,22.37
3632,01/11/2021,03:00,N,HB_HUBAVG,22.72
3647,01/11/2021,04:00,N,HB_HUBAVG,22.96
3662,01/11/2021,05:00,N,HB_HUBAVG,23.68
3677,01/11/2021,06:00,N,HB_HUBAVG,30.68
3692,01/11/2021,07:00,N,HB_HUBAVG,69.19
3707,01/11/2021,08:00,N,HB_HUBAVG,64.94
3722,01/11/2021,09:00,N,HB_HUBAVG,50.39
3737,01/11/2021,10:00,N,HB_HUBAVG,40.53
3752,01/11/2021,11:00,N,HB_HUBAVG,30.39
3767,01/11/2021,12:00,N,HB_HUBAVG,27.58
3782,01/11/2021,13:00,N,HB_HUBAVG,24.82
3797,01/11/2021,14:00,N,HB_HUBAVG,21.64
3812,01/11/2021,15:00,N,HB_HUBAVG,20.61
3827,01/11/2021,16:00,N,HB_HUBAVG,20.61
3842,01/11/2021,17:00,N,HB_HUBAVG,23.79
3857,01/11/2021,18:00,N,HB_HUBAVG,44.16
3872,01/11/2021,19:00,N,HB_HUBAVG,52.34
3887,01/11/2021,20:00,N,HB_HUBAVG,39.57
3902,01/11/2021,21:00,N,HB_HUBAVG,35.55
3917,01/11/2021,22:00,N,HB_HUBAVG,29.24
3932,01/11/2021,23:00,N,HB_HUBAVG,24.99
3947,01/11/2021,24:00,N,HB_HUBAVG,22.17
3962,01/12/2021,01:00,N,HB_HUBAVG,22.21
3977,01/12/2021,02:00,N,HB_HUBAVG,20.93
3992,01/12/2021,03:00,N,HB_HUBAVG,21.41
4007,01/12/2021,04:00,N,HB_HUBAVG,21.57
4022,01/12/2021,05:00,N,HB_HUBAVG,22.26
4037,01/12/2021,06:00,N,HB_HUBAVG,25.86
4052,01/12/2021,07:00,N,HB_HUBAVG,60.3
4067,01/12/2021,08:00,N,HB_HUBAVG,57.07
4082,01/12/2021,09:00,N,HB_HUBAVG,33.3
4097,01/12/2021,10:00,N,HB_HUBAVG,28.71
4112,01/12/2021,11:00,N,HB_HUBAVG,23.87
4127,01/12/2021,12:00,N,HB_HUBAVG,23.04
4142,01/12/2021,13:00,N,HB_HUBAVG,21.51
4157,01/12/2021,14:00,N,HB_HUBAVG,20.02
4172,01/12/2021,15:00,N,HB_HUBAVG,18.54
4187,01/12/2021,16:00,N,HB_HUBAVG,18.25
4202,01/12/2021,17:00,N,HB_HUBAVG,22.28
4217,01/12/2021,18:00,N,HB_HUBAVG,36.38
4232,01/12/2021,19:00,N,HB_HUBAVG,33.96
4247,01/12/2021,20:00,N,HB_HUBAVG,26.02
4262,01/12/2021,21:00,N,HB_HUBAVG,22.57
4277,01/12/2021,22:00,N,HB_HUBAVG,21.35
4292,01/12/2021,23:00,N,HB_HUBAVG,20.66
4307,01/12/2021,24:00,N,HB_HUBAVG,19.01
4322,01/13/2021,01:00,N,HB_HUBAVG,17.54
4337,01/13/2021,02:00,N,HB_HUBAVG,17.24
4352,01/13/2021,03:00,N,HB_HUBAVG,17.37
4367,01/13/2021,04:00,N,HB_HUBAVG,17.86
4382,01/13/2021,05:00,N,HB_HUBAVG,18.26
4397,01/13/2021,06:00,N,HB_HUBAVG,20.83
4412,01/13/2021,07:00,N,HB_HUBAVG,38.68
4427,01/13/2021,08:00,N,HB_HUBAVG,33.8
4442,01/13/2021,09:00,N,HB_HUBAVG,24.77
4457,01/13/2021,10:00,N,HB_HUBAVG,23.29
4472,01/13/2021,11:00,N,HB_HUBAVG,21.97
4487,01/13/2021,12:00,N,HB_HUBAVG,20.13
4502,01/13/2021,13:00,N,HB_HUBAVG,18.64
4517,01/13/2021,14:00,N,HB_HUBAVG,18.22
4532,01/13/2021,15:00,N,HB_HUBAVG,17.57
4547,01/13/2021,16:00,N,HB_HUBAVG,17.39
4562,01/13/2021,17:00,N,HB_HUBAVG,18.15
4577,01/13/2021,18:00,N,HB_HUBAVG,26.24
4592,01/13/2021,19:00,N,HB_HUBAVG,23.42
4607,01/13/2021,20:00,N,HB_HUBAVG,20.33
4622,01/13/2021,21:00,N,HB_HUBAVG,20.64
4637,01/13/2021,22:00,N,HB_HUBAVG,18.91
4652,01/13/2021,23:00,N,HB_HUBAVG,16.77
4667,01/13/2021,24:00,N,HB_HUBAVG,14.49
4682,01/14/2021,01:00,N,HB_HUBAVG,16.54
4697,01/14/2021,02:00,N,HB_HUBAVG,15.74
4712,01/14/2021,03:00,N,HB_HUBAVG,15.66
4727,01/14/2021,04:00,N,HB_HUBAVG,16.2
4742,01/14/2021,05:00,N,HB_HUBAVG,17.51
4757,01/14/2021,06:00,N,HB_HUBAVG,19.08
4772,01/14/2021,07:00,N,HB_HUBAVG,33.69
4787,01/14/2021,08:00,N,HB_HUBAVG,29.77
4802,01/14/2021,09:00,N,HB_HUBAVG,21.01
4817,01/14/2021,10:00,N,HB_HUBAVG,16.17
4832,01/14/2021,11:00,N,HB_HUBAVG,13.43
4847,01/14/2021,12:00,N,HB_HUBAVG,11.57
4862,01/14/2021,13:00,N,HB_HUBAVG,11.01
4877,01/14/2021,14:00,N,HB_HUBAVG,11.25
4892,01/14/2021,15:00,N,HB_HUBAVG,13.2
4907,01/14/2021,16:00,N,HB_HUBAVG,15.53
4922,01/14/2021,17:00,N,HB_HUBAVG,18.34
4937,01/14/2021,18:00,N,HB_HUBAVG,38.94
4952,01/14/2021,19:00,N,HB_HUBAVG,39.96
4967,01/14/2021,20:00,N,HB_HUBAVG,28.97
4982,01/14/2021,21:00,N,HB_HUBAVG,26.78
4997,01/14/2021,22:00,N,HB_HUBAVG,21.6
5012,01/14/2021,23:00,N,HB_HUBAVG,19.13
5027,01/14/2021,24:00,N,HB_HUBAVG,20.06
5042,01/15/2021,01:00,N,HB_HUBAVG,19.87
5057,01/15/2021,02:00,N,HB_HUBAVG,18.98
5072,01/15/2021,03:00,N,HB_HUBAVG,18.61
5087,01/15/2021,04:00,N,HB_HUBAVG,18.26
5102,01/15/2021,05:00,N,HB_HUBAVG,18.54
5117,01/15/2021,06:00,N,HB_HUBAVG,21.83
5132,01/15/2021,07:00,N,HB_HUBAVG,42.99
5147,01/15/2021,08:00,N,HB_HUBAVG,36.45
5162,01/15/2021,09:00,N,HB_HUBAVG,26.76
5177,01/15/2021,10:00,N,HB_HUBAVG,21.28
5192,01/15/2021,11:00,N,HB_HUBAVG,19.41
5207,01/15/2021,12:00,N,HB_HUBAVG,17.91
5222,01/15/2021,13:00,N,HB_HUBAVG,16.11
5237,01/15/2021,14:00,N,HB_HUBAVG,15.19
5252,01/15/2021,15:00,N,HB_HUBAVG,14.88
5267,01/15/2021,16:00,N,HB_HUBAVG,15.11
5282,01/15/2021,17:00,N,HB_HUBAVG,17.36
5297,01/15/2021,18:00,N,HB_HUBAVG,30.21
5312,01/15/2021,19:00,N,HB_HUBAVG,30.73
5327,01/15/2021,20:00,N,HB_HUBAVG,28.1
5342,01/15/2021,21:00,N,HB_HUBAVG,27.43
5357,01/15/2021,22:00,N,HB_HUBAVG,26.31
5372,01/15/2021,23:00,N,HB_HUBAVG,23.25
5387,01/15/2021,24:00,N,HB_HUBAVG,22.21
5402,01/16/2021,01:00,N,HB_HUBAVG,20.72
5417,01/16/2021,02:00,N,HB_HUBAVG,19.93
5432,01/16/2021,03:00,N,HB_HUBAVG,20.82
5447,01/16/2021,04:00,N,HB_HUBAVG,22.17
5462,01/16/2021,05:00,N,HB_HUBAVG,26.4
5477,01/16/2021,06:00,N,HB_HUBAVG,30.19
5492,01/16/2021,07:00,N,HB_HUBAVG,40.53
5507,01/16/2021,08:00,N,HB_HUBAVG,47.11
5522,01/16/2021,09:00,N,HB_HUBAVG,47.0
5537,01/16/2021,10:00,N,HB_HUBAVG,30.92
5552,01/16/2021,11:00,N,HB_HUBAVG,26.19
5567,01/16/2021,12:00,N,HB_HUBAVG,21.07
5582,01/16/2021,13:00,N,HB_HUBAVG,20.09
5597,01/16/2021,14:00,N,HB_HUBAVG,18.63
5612,01/16/2021,15:00,N,HB_HUBAVG,17.8
5627,01/16/2021,16:00,N,HB_HUBAVG,17.5
5642,01/16/2021,17:00,N,HB_HUBAVG,18.27
5657,01/16/2021,18:00,N,HB_HUBAVG,27.31
5672,01/16/2021,19:00,N,HB_HUBAVG,27.99
5687,01/16/2021,20:00,N,HB_HUBAVG,22.69
5702,01/16/2021,21:00,N,HB_HUBAVG,21.67
5717,01/16/2021,22:00,N,HB_HUBAVG,21.9
5732,01/16/2021,23:00,N,HB_HUBAVG,23.85
5747,01/16/2021,24:00,N,HB_HUBAVG,21.78
5762,01/17/2021,01:00,N,HB_HUBAVG,22.79
5777,01/17/2021,02:00,N,HB_HUBAVG,20.87
5792,01/17/2021,03:00,N,HB_HUBAVG,21.51
5807,01/17/2021,04:00,N,HB_HUBAVG,21.66
5822,01/17/2021,05:00,N,HB_HUBAVG,22.35
5837,01/17/2021,06:00,N,HB_HUBAVG,22.8
5852,01/17/2021,07:00,N,HB_HUBAVG,29.61
5867,01/17/2021,08:00,N,HB_HUBAVG,37.21
5882,01/17/2021,09:00,N,HB_HUBAVG,40.16
5897,01/17/2021,10:00,N,HB_HUBAVG,28.38
5912,01/17/2021,11:00,N,HB_HUBAVG,20.63
5927,01/17/2021,12:00,N,HB_HUBAVG,19.01
5942,01/17/2021,13:00,N,HB_HUBAVG,18.27
5957,01/17/2021,14:00,N,HB_HUBAVG,17.94
5972,01/17/2021,15:00,N,HB_HUBAVG,17.45
5987,01/17/2021,16:00,N,HB_HUBAVG,17.44
6002,01/17/2021,17:00,N,HB_HUBAVG,18.09
6017,01/17/2021,18:00,N,HB_HUBAVG,33.84
6032,01/17/2021,19:00,N,HB_HUBAVG,35.34
6047,01/17/2021,20:00,N,HB_HUBAVG,23.51
6062,01/17/2021,21:00,N,HB_HUBAVG,20.29
6077,01/17/2021,22:00,N,HB_HUBAVG,19.02
6092,01/17/2021,23:00,N,HB_HUBAVG,19.12
6107,01/17/2021,24:00,N,HB_HUBAVG,17.88
6122,01/18/2021,01:00,N,HB_HUBAVG,17.63
6137,01/18/2021,02:00,N,HB_HUBAVG,16.58
6152,01/18/2021,03:00,N,HB_HUBAVG,16.23
6167,01/18/2021,04:00,N,HB_HUBAVG,16.4
6182,01/18/2021,05:00,N,HB_HUBAVG,16.68
6197,01/18/2021,06:00,N,HB_HUBAVG,19.27
6212,01/18/2021,07:00,N,HB_HUBAVG,23.95
6227,01/18/2021,08:00,N,HB_HUBAVG,28.31
6242,01/18/2021,09:00,N,HB_HUBAVG,24.79
6257,01/18/2021,10:00,N,HB_HUBAVG,20.99
6272,01/18/2021,11:00,N,HB_HUBAVG,17.44
6287,01/18/2021,12:00,N,HB_HUBAVG,15.69
6302,01/18/2021,13:00,N,HB_HUBAVG,16.02
6317,01/18/2021,14:00,N,HB_HUBAVG,16.5
6332,01/18/2021,15:00,N,HB_HUBAVG,16.48
6347,01/18/2021,16:00,N,HB_HUBAVG,17.14
6362,01/18/2021,17:00,N,HB_HUBAVG,21.7
6377,01/18/2021,18:00,N,HB_HUBAVG,30.29
6392,01/18/2021,19:00,N,HB_HUBAVG,22.39
6407,01/18/2021,20:00,N,HB_HUBAVG,18.38
6422,01/18/2021,21:00,N,HB_HUBAVG,17.55
6437,01/18/2021,22:00,N,HB_HUBAVG,16.68
6452,01/18/2021,23:00,N,HB_HUBAVG,15.92
6467,01/18/2021,24:00,N,HB_HUBAVG,14.51
6482,01/19/2021,01:00,N,HB_HUBAVG,11.66
6497,01/19/2021,02:00,N,HB_HUBAVG,9.75
6512,01/19/2021,03:00,N,HB_HUBAVG,8.88
6527,01/19/2021,04:00,N,HB_HUBAVG,9.28
6542,01/19/2021,05:00,N,HB_HUBAVG,12.06
6557,01/19/2021,06:00,N,HB_HUBAVG,15.02
6572,01/19/2021,07:00,N,HB_HUBAVG,19.11
6587,01/19/2021,08:00,N,HB_HUBAVG,21.45
6602,01/19/2021,09:00,N,HB_HUBAVG,20.91
6617,01/19/2021,10:00,N,HB_HUBAVG,21.34
6632,01/19/2021,11:00,N,HB_HUBAVG,18.95
6647,01/19/2021,12:00,N,HB_HUBAVG,18.06
6662,01/19/2021,13:00,N,HB_HUBAVG,17.98
6677,01/19/2021,14:00,N,HB_HUBAVG,18.35
6692,01/19/2021,15:00,N,HB_HUBAVG,17.7
6707,01/19/2021,16:00,N,HB_HUBAVG,17.72
6722,01/19/2021,17:00,N,HB_HUBAVG,19.47
6737,01/19/2021,18:00,N,HB_HUBAVG,27.34
6752,01/19/2021,19:00,N,HB_HUBAVG,33.38
6767,01/19/2021,20:00,N,HB_HUBAVG,28.94
6782,01/19/2021,21:00,N,HB_HUBAVG,31.37
6797,01/19/2021,22:00,N,HB_HUBAVG,27.05
6812,01/19/2021,23:00,N,HB_HUBAVG,23.42
6827,01/19/2021,24:00,N,HB_HUBAVG,21.66
6842,01/20/2021,01:00,N,HB_HUBAVG,21.47
6857,01/20/2021,02:00,N,HB_HUBAVG,20.33
6872,01/20/2021,03:00,N,HB_HUBAVG,21.42
6887,01/20/2021,04:00,N,HB_HUBAVG,20.63
6902,01/20/2021,05:00,N,HB_HUBAVG,20.56
6917,01/20/2021,06:00,N,HB_HUBAVG,21.82
6932,01/20/2021,07:00,N,HB_HUBAVG,36.36
6947,01/20/2021,08:00,N,HB_HUBAVG,39.24
6962,01/20/2021,09:00,N,HB_HUBAVG,34.18
6977,01/20/2021,10:00,N,HB_HUBAVG,33.19
