,Month,Day,Hour,331111,325110,324110,322130,322121,311221,325199,325311,322110,325181,327410
898,2,3,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
899,2,3,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
900,2,3,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
901,2,3,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
902,2,3,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
903,2,3,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
904,2,3,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
905,2,3,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
906,2,3,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
907,2,3,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
908,2,3,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
909,2,3,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
910,2,3,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
911,2,3,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
912,2,4,0,1,0.7621441999999999,0.79458535,1,1,0.46666667,0.78019404,0.45266667,1,1,1
913,2,4,1,1,0.7584586999999999,0.7897445,1,1,0.2,0.76474965,0.194,1,1,1
914,2,4,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
915,2,4,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
916,2,4,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
917,2,4,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
918,2,4,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
919,2,4,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
920,2,4,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
921,2,4,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
922,2,4,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
923,2,4,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
924,2,4,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
925,2,4,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
926,2,4,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
927,2,4,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
928,2,4,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
929,2,4,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
930,2,4,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
931,2,4,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
932,2,4,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
933,2,4,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
934,2,4,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
935,2,4,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
936,2,5,0,1,0.76038814,0.7914346,1,1,0.46666667,0.7812051,0.45266667,1,1,1
937,2,5,1,1,0.75494653,0.7834429,1,1,0.2,0.7667718000000001,0.194,1,1,1
938,2,5,2,1,0.7495049,0.7754513000000001,1,1,0.2,0.75233847,0.194,1,1,1
939,2,5,3,1,0.7495049,0.7754513000000001,1,1,0.2,0.75233847,0.194,1,1,1
940,2,5,4,1,0.7495049,0.7754513000000001,1,1,0.2,0.75233847,0.194,1,1,1
941,2,5,5,1,0.75735694,0.7812352,1,1,0.2,0.7678951999999999,0.45266667,1,1,1
942,2,5,6,1,0.76520896,0.78701913,1,1,0.2,0.7834519,0.71133333,1,1,1
943,2,5,7,1,0.773061,0.79280305,1,1,0.46666667,0.79900867,0.97,1,1,1
944,2,5,8,1,0.773061,0.79280305,1,1,0.73333335,0.79900867,0.97,1,1,1
945,2,5,9,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
946,2,5,10,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
947,2,5,11,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
948,2,5,12,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
949,2,5,13,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
950,2,5,14,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
951,2,5,15,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
952,2,5,16,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
953,2,5,17,1,0.773061,0.79280305,1,1,0.73333335,0.79900867,0.97,1,1,1
954,2,5,18,1,0.773061,0.79280305,1,1,0.46666667,0.79900867,0.97,1,1,1
955,2,5,19,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
956,2,5,20,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
957,2,5,21,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
958,2,5,22,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
959,2,5,23,1,0.773061,0.79280305,1,1,0.2,0.78452843,0.71133333,1,1,1
960,2,6,0,1,0.76443326,0.7882653000000001,1,1,0.2,0.7700482,0.45266667,1,1,1
961,2,6,1,1,0.7558056,0.7837274999999999,1,1,0.2,0.75556797,0.194,1,1,1
962,2,6,2,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
963,2,6,3,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
964,2,6,4,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
965,2,6,5,1,0.75334024,0.78333956,1,1,0.2,0.7720935999999999,0.194,1,1,1
966,2,6,6,1,0.75950253,0.78748935,1,1,0.2,0.7886192,0.194,1,1,1
967,2,6,7,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.45266667,1,1,1
968,2,6,8,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.71133333,1,1,1
969,2,6,9,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
970,2,6,10,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
971,2,6,11,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
972,2,6,12,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
973,2,6,13,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
974,2,6,14,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
975,2,6,15,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
976,2,6,16,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
977,2,6,17,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.71133333,1,1,1
978,2,6,18,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.45266667,1,1,1
979,2,6,19,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
980,2,6,20,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
981,2,6,21,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
982,2,6,22,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
983,2,6,23,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
984,2,0,0,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
985,2,0,1,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
986,2,0,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
987,2,0,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
988,2,0,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
989,2,0,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
990,2,0,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
991,2,0,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
992,2,0,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
993,2,0,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
994,2,0,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
995,2,0,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
996,2,0,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
997,2,0,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
998,2,0,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
999,2,0,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1000,2,0,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1001,2,0,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1002,2,0,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1003,2,0,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1004,2,0,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1005,2,0,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1006,2,0,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1007,2,0,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
1008,2,1,0,1,0.7621441999999999,0.79458535,1,1,0.46666667,0.78019404,0.45266667,1,1,1
1009,2,1,1,1,0.7584586999999999,0.7897445,1,1,0.2,0.76474965,0.194,1,1,1
1010,2,1,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1011,2,1,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1012,2,1,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1013,2,1,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
1014,2,1,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
1015,2,1,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1016,2,1,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1017,2,1,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1018,2,1,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1019,2,1,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1020,2,1,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1021,2,1,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1022,2,1,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1023,2,1,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1024,2,1,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1025,2,1,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1026,2,1,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1027,2,1,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1028,2,1,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1029,2,1,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1030,2,1,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1031,2,1,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
1032,2,2,0,1,0.7621441999999999,0.79458535,1,1,0.46666667,0.78019404,0.45266667,1,1,1
1033,2,2,1,1,0.7584586999999999,0.7897445,1,1,0.2,0.76474965,0.194,1,1,1
1034,2,2,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1035,2,2,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1036,2,2,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1037,2,2,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
1038,2,2,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
1039,2,2,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1040,2,2,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1041,2,2,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1042,2,2,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1043,2,2,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1044,2,2,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1045,2,2,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1046,2,2,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1047,2,2,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1048,2,2,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1049,2,2,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1050,2,2,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1051,2,2,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1052,2,2,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1053,2,2,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1054,2,2,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1055,2,2,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
1056,2,3,0,1,0.7621441999999999,0.79458535,1,1,0.46666667,0.78019404,0.45266667,1,1,1
1057,2,3,1,1,0.7584586999999999,0.7897445,1,1,0.2,0.76474965,0.194,1,1,1
1058,2,3,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1059,2,3,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1060,2,3,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1061,2,3,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
1062,2,3,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
1063,2,3,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1064,2,3,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1065,2,3,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1066,2,3,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1067,2,3,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1068,2,3,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1069,2,3,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1070,2,3,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1071,2,3,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1072,2,3,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1073,2,3,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1074,2,3,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1075,2,3,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1076,2,3,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1077,2,3,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1078,2,3,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1079,2,3,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
1080,2,4,0,1,0.7621441999999999,0.79458535,1,1,0.46666667,0.78019404,0.45266667,1,1,1
1081,2,4,1,1,0.7584586999999999,0.7897445,1,1,0.2,0.76474965,0.194,1,1,1
1082,2,4,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1083,2,4,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1084,2,4,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1085,2,4,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
1086,2,4,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
1087,2,4,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1088,2,4,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1089,2,4,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1090,2,4,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1091,2,4,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1092,2,4,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1093,2,4,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1094,2,4,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1095,2,4,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1096,2,4,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1097,2,4,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1098,2,4,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1099,2,4,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1100,2,4,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1101,2,4,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1102,2,4,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1103,2,4,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
1104,2,5,0,1,0.76038814,0.7914346,1,1,0.46666667,0.7812051,0.45266667,1,1,1
1105,2,5,1,1,0.75494653,0.7834429,1,1,0.2,0.7667718000000001,0.194,1,1,1
1106,2,5,2,1,0.7495049,0.7754513000000001,1,1,0.2,0.75233847,0.194,1,1,1
1107,2,5,3,1,0.7495049,0.7754513000000001,1,1,0.2,0.75233847,0.194,1,1,1
1108,2,5,4,1,0.7495049,0.7754513000000001,1,1,0.2,0.75233847,0.194,1,1,1
1109,2,5,5,1,0.75735694,0.7812352,1,1,0.2,0.7678951999999999,0.45266667,1,1,1
1110,2,5,6,1,0.76520896,0.78701913,1,1,0.2,0.7834519,0.71133333,1,1,1
1111,2,5,7,1,0.773061,0.79280305,1,1,0.46666667,0.79900867,0.97,1,1,1
1112,2,5,8,1,0.773061,0.79280305,1,1,0.73333335,0.79900867,0.97,1,1,1
1113,2,5,9,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1114,2,5,10,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1115,2,5,11,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1116,2,5,12,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1117,2,5,13,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1118,2,5,14,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1119,2,5,15,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1120,2,5,16,1,0.773061,0.79280305,1,1,1.0,0.79900867,0.97,1,1,1
1121,2,5,17,1,0.773061,0.79280305,1,1,0.73333335,0.79900867,0.97,1,1,1
1122,2,5,18,1,0.773061,0.79280305,1,1,0.46666667,0.79900867,0.97,1,1,1
1123,2,5,19,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
1124,2,5,20,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
1125,2,5,21,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
1126,2,5,22,1,0.773061,0.79280305,1,1,0.2,0.79900867,0.97,1,1,1
1127,2,5,23,1,0.773061,0.79280305,1,1,0.2,0.78452843,0.71133333,1,1,1
1128,2,6,0,1,0.76443326,0.7882653000000001,1,1,0.2,0.7700482,0.45266667,1,1,1
1129,2,6,1,1,0.7558056,0.7837274999999999,1,1,0.2,0.75556797,0.194,1,1,1
1130,2,6,2,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
1131,2,6,3,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
1132,2,6,4,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
1133,2,6,5,1,0.75334024,0.78333956,1,1,0.2,0.7720935999999999,0.194,1,1,1
1134,2,6,6,1,0.75950253,0.78748935,1,1,0.2,0.7886192,0.194,1,1,1
1135,2,6,7,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.45266667,1,1,1
1136,2,6,8,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.71133333,1,1,1
1137,2,6,9,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1138,2,6,10,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1139,2,6,11,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1140,2,6,12,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1141,2,6,13,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1142,2,6,14,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1143,2,6,15,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1144,2,6,16,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.97,1,1,1
1145,2,6,17,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.71133333,1,1,1
1146,2,6,18,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.45266667,1,1,1
1147,2,6,19,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
1148,2,6,20,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
1149,2,6,21,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
1150,2,6,22,1,0.76566476,0.7916390999999999,1,1,0.2,0.80514485,0.194,1,1,1
1151,2,6,23,1,0.74717796,0.7791898,1,1,0.2,0.75556797,0.194,1,1,1
1152,2,0,0,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1153,2,0,1,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1154,2,0,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1155,2,0,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1156,2,0,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1157,2,0,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
1158,2,0,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
1159,2,0,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1160,2,0,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1161,2,0,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1162,2,0,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1163,2,0,11,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1164,2,0,12,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1165,2,0,13,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1166,2,0,14,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1167,2,0,15,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1168,2,0,16,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1169,2,0,17,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1170,2,0,18,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1171,2,0,19,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1172,2,0,20,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1173,2,0,21,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1174,2,0,22,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1175,2,0,23,1,0.76582974,0.7994262,1,1,0.73333335,0.7956384,0.71133333,1,1,1
1176,2,1,0,1,0.7621441999999999,0.79458535,1,1,0.46666667,0.78019404,0.45266667,1,1,1
1177,2,1,1,1,0.7584586999999999,0.7897445,1,1,0.2,0.76474965,0.194,1,1,1
1178,2,1,2,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1179,2,1,3,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1180,2,1,4,1,0.7547731,0.78490365,1,1,0.2,0.7493053000000001,0.194,1,1,1
1181,2,1,5,1,0.7584586999999999,0.7897445,1,1,0.46666667,0.76474965,0.45266667,1,1,1
1182,2,1,6,1,0.7621441999999999,0.79458535,1,1,0.73333335,0.78019404,0.71133333,1,1,1
1183,2,1,7,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1184,2,1,8,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1185,2,1,9,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
1186,2,1,10,1,0.76582974,0.7994262,1,1,1.0,0.7956384,0.97,1,1,1
