,Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price
2466,01/08/2018,09:00,N,HB_HUBAVG,25.61
2480,01/08/2018,10:00,N,HB_HUBAVG,30.88
2494,01/08/2018,11:00,N,HB_HUBAVG,27.28
2508,01/08/2018,12:00,N,HB_HUBAVG,22.42
2522,01/08/2018,13:00,N,HB_HUBAVG,20.98
2536,01/08/2018,14:00,N,HB_HUBAVG,20.44
2550,01/08/2018,15:00,N,HB_HUBAVG,19.94
2564,01/08/2018,16:00,N,HB_HUBAVG,19.97
2578,01/08/2018,17:00,N,HB_HUBAVG,22.56
2592,01/08/2018,18:00,N,HB_HUBAVG,34.0
2606,01/08/2018,19:00,N,HB_HUBAVG,37.58
2620,01/08/2018,20:00,N,HB_HUBAVG,27.78
2634,01/08/2018,21:00,N,HB_HUBAVG,25.18
2648,01/08/2018,22:00,N,HB_HUBAVG,23.83
2662,01/08/2018,23:00,N,HB_HUBAVG,20.78
2676,01/08/2018,24:00,N,HB_HUBAVG,19.02
2690,01/09/2018,01:00,N,HB_HUBAVG,16.46
2704,01/09/2018,02:00,N,HB_HUBAVG,15.76
2718,01/09/2018,03:00,N,HB_HUBAVG,14.94
2732,01/09/2018,04:00,N,HB_HUBAVG,14.75
2746,01/09/2018,05:00,N,HB_HUBAVG,15.87
2760,01/09/2018,06:00,N,HB_HUBAVG,19.02
2774,01/09/2018,07:00,N,HB_HUBAVG,28.39
2788,01/09/2018,08:00,N,HB_HUBAVG,29.45
2802,01/09/2018,09:00,N,HB_HUBAVG,23.05
2816,01/09/2018,10:00,N,HB_HUBAVG,23.74
2830,01/09/2018,11:00,N,HB_HUBAVG,22.08
2844,01/09/2018,12:00,N,HB_HUBAVG,21.98
2858,01/09/2018,13:00,N,HB_HUBAVG,20.14
2872,01/09/2018,14:00,N,HB_HUBAVG,19.74
2886,01/09/2018,15:00,N,HB_HUBAVG,18.73
2900,01/09/2018,16:00,N,HB_HUBAVG,18.5
2914,01/09/2018,17:00,N,HB_HUBAVG,19.59
2928,01/09/2018,18:00,N,HB_HUBAVG,25.14
2942,01/09/2018,19:00,N,HB_HUBAVG,22.74
2956,01/09/2018,20:00,N,HB_HUBAVG,20.39
2970,01/09/2018,21:00,N,HB_HUBAVG,18.83
2984,01/09/2018,22:00,N,HB_HUBAVG,17.58
2998,01/09/2018,23:00,N,HB_HUBAVG,15.49
3012,01/09/2018,24:00,N,HB_HUBAVG,12.48
3026,01/10/2018,01:00,N,HB_HUBAVG,11.19
3040,01/10/2018,02:00,N,HB_HUBAVG,10.76
3054,01/10/2018,03:00,N,HB_HUBAVG,10.9
3068,01/10/2018,04:00,N,HB_HUBAVG,10.69
3082,01/10/2018,05:00,N,HB_HUBAVG,11.75
3096,01/10/2018,06:00,N,HB_HUBAVG,16.65
3110,01/10/2018,07:00,N,HB_HUBAVG,27.66
3124,01/10/2018,08:00,N,HB_HUBAVG,31.67
3138,01/10/2018,09:00,N,HB_HUBAVG,21.09
3152,01/10/2018,10:00,N,HB_HUBAVG,21.43
3166,01/10/2018,11:00,N,HB_HUBAVG,19.66
3180,01/10/2018,12:00,N,HB_HUBAVG,18.8
3194,01/10/2018,13:00,N,HB_HUBAVG,18.24
3208,01/10/2018,14:00,N,HB_HUBAVG,17.12
3222,01/10/2018,15:00,N,HB_HUBAVG,16.18
3236,01/10/2018,16:00,N,HB_HUBAVG,15.68
3250,01/10/2018,17:00,N,HB_HUBAVG,16.2
3264,01/10/2018,18:00,N,HB_HUBAVG,32.48
3278,01/10/2018,19:00,N,HB_HUBAVG,22.86
3292,01/10/2018,20:00,N,HB_HUBAVG,19.0
3306,01/10/2018,21:00,N,HB_HUBAVG,18.21
3320,01/10/2018,22:00,N,HB_HUBAVG,17.05
3334,01/10/2018,23:00,N,HB_HUBAVG,13.76
3348,01/10/2018,24:00,N,HB_HUBAVG,9.85
3362,01/11/2018,01:00,N,HB_HUBAVG,8.38
3376,01/11/2018,02:00,N,HB_HUBAVG,8.23
3390,01/11/2018,03:00,N,HB_HUBAVG,8.37
3404,01/11/2018,04:00,N,HB_HUBAVG,9.34
3418,01/11/2018,05:00,N,HB_HUBAVG,10.21
3432,01/11/2018,06:00,N,HB_HUBAVG,12.77
3446,01/11/2018,07:00,N,HB_HUBAVG,23.33
3460,01/11/2018,08:00,N,HB_HUBAVG,24.66
3474,01/11/2018,09:00,N,HB_HUBAVG,17.61
3488,01/11/2018,10:00,N,HB_HUBAVG,18.18
3502,01/11/2018,11:00,N,HB_HUBAVG,17.56
3516,01/11/2018,12:00,N,HB_HUBAVG,16.31
3530,01/11/2018,13:00,N,HB_HUBAVG,17.02
3544,01/11/2018,14:00,N,HB_HUBAVG,17.55
3558,01/11/2018,15:00,N,HB_HUBAVG,17.41
3572,01/11/2018,16:00,N,HB_HUBAVG,18.23
3586,01/11/2018,17:00,N,HB_HUBAVG,19.64
3600,01/11/2018,18:00,N,HB_HUBAVG,31.18
3614,01/11/2018,19:00,N,HB_HUBAVG,41.18
3628,01/11/2018,20:00,N,HB_HUBAVG,33.55
3642,01/11/2018,21:00,N,HB_HUBAVG,27.48
3656,01/11/2018,22:00,N,HB_HUBAVG,24.69
3670,01/11/2018,23:00,N,HB_HUBAVG,23.91
3684,01/11/2018,24:00,N,HB_HUBAVG,23.48
3698,01/12/2018,01:00,N,HB_HUBAVG,20.24
3712,01/12/2018,02:00,N,HB_HUBAVG,20.64
3726,01/12/2018,03:00,N,HB_HUBAVG,21.49
3740,01/12/2018,04:00,N,HB_HUBAVG,22.24
3754,01/12/2018,05:00,N,HB_HUBAVG,26.15
3768,01/12/2018,06:00,N,HB_HUBAVG,29.99
3782,01/12/2018,07:00,N,HB_HUBAVG,58.54
3796,01/12/2018,08:00,N,HB_HUBAVG,51.05
3810,01/12/2018,09:00,N,HB_HUBAVG,37.75
3824,01/12/2018,10:00,N,HB_HUBAVG,32.61
3838,01/12/2018,11:00,N,HB_HUBAVG,28.13
3852,01/12/2018,12:00,N,HB_HUBAVG,24.08
3866,01/12/2018,13:00,N,HB_HUBAVG,22.11
3880,01/12/2018,14:00,N,HB_HUBAVG,21.55
3894,01/12/2018,15:00,N,HB_HUBAVG,20.69
3908,01/12/2018,16:00,N,HB_HUBAVG,20.67
3922,01/12/2018,17:00,N,HB_HUBAVG,22.07
3936,01/12/2018,18:00,N,HB_HUBAVG,30.48
3950,01/12/2018,19:00,N,HB_HUBAVG,34.62
3964,01/12/2018,20:00,N,HB_HUBAVG,31.62
3978,01/12/2018,21:00,N,HB_HUBAVG,27.42
3992,01/12/2018,22:00,N,HB_HUBAVG,27.22
4006,01/12/2018,23:00,N,HB_HUBAVG,25.3
4020,01/12/2018,24:00,N,HB_HUBAVG,23.84
4034,01/13/2018,01:00,N,HB_HUBAVG,25.51
4048,01/13/2018,02:00,N,HB_HUBAVG,25.2
4062,01/13/2018,03:00,N,HB_HUBAVG,25.18
4076,01/13/2018,04:00,N,HB_HUBAVG,24.47
4090,01/13/2018,05:00,N,HB_HUBAVG,27.24
4104,01/13/2018,06:00,N,HB_HUBAVG,32.21
4118,01/13/2018,07:00,N,HB_HUBAVG,42.62
4132,01/13/2018,08:00,N,HB_HUBAVG,49.87
4146,01/13/2018,09:00,N,HB_HUBAVG,56.22
4160,01/13/2018,10:00,N,HB_HUBAVG,48.76
4174,01/13/2018,11:00,N,HB_HUBAVG,37.16
4188,01/13/2018,12:00,N,HB_HUBAVG,30.99
4202,01/13/2018,13:00,N,HB_HUBAVG,27.96
4216,01/13/2018,14:00,N,HB_HUBAVG,24.84
4230,01/13/2018,15:00,N,HB_HUBAVG,23.89
4244,01/13/2018,16:00,N,HB_HUBAVG,23.04
4258,01/13/2018,17:00,N,HB_HUBAVG,24.92
4272,01/13/2018,18:00,N,HB_HUBAVG,32.14
4286,01/13/2018,19:00,N,HB_HUBAVG,42.54
4300,01/13/2018,20:00,N,HB_HUBAVG,37.74
4314,01/13/2018,21:00,N,HB_HUBAVG,29.88
4328,01/13/2018,22:00,N,HB_HUBAVG,29.64
4342,01/13/2018,23:00,N,HB_HUBAVG,29.36
4356,01/13/2018,24:00,N,HB_HUBAVG,27.51
4370,01/14/2018,01:00,N,HB_HUBAVG,22.11
4384,01/14/2018,02:00,N,HB_HUBAVG,21.55
4398,01/14/2018,03:00,N,HB_HUBAVG,21.18
4412,01/14/2018,04:00,N,HB_HUBAVG,22.35
4426,01/14/2018,05:00,N,HB_HUBAVG,24.72
4440,01/14/2018,06:00,N,HB_HUBAVG,27.25
4454,01/14/2018,07:00,N,HB_HUBAVG,38.22
4468,01/14/2018,08:00,N,HB_HUBAVG,41.58
4482,01/14/2018,09:00,N,HB_HUBAVG,43.62
4496,01/14/2018,10:00,N,HB_HUBAVG,34.5
4510,01/14/2018,11:00,N,HB_HUBAVG,29.52
4524,01/14/2018,12:00,N,HB_HUBAVG,27.64
4538,01/14/2018,13:00,N,HB_HUBAVG,24.05
4552,01/14/2018,14:00,N,HB_HUBAVG,23.08
4566,01/14/2018,15:00,N,HB_HUBAVG,22.27
4580,01/14/2018,16:00,N,HB_HUBAVG,22.06
4594,01/14/2018,17:00,N,HB_HUBAVG,24.06
4608,01/14/2018,18:00,N,HB_HUBAVG,31.01
4622,01/14/2018,19:00,N,HB_HUBAVG,36.07
4636,01/14/2018,20:00,N,HB_HUBAVG,30.99
4650,01/14/2018,21:00,N,HB_HUBAVG,28.59
4664,01/14/2018,22:00,N,HB_HUBAVG,25.84
4678,01/14/2018,23:00,N,HB_HUBAVG,23.87
4692,01/14/2018,24:00,N,HB_HUBAVG,21.79
4706,01/15/2018,01:00,N,HB_HUBAVG,19.68
4720,01/15/2018,02:00,N,HB_HUBAVG,18.95
4734,01/15/2018,03:00,N,HB_HUBAVG,18.95
4748,01/15/2018,04:00,N,HB_HUBAVG,19.4
4762,01/15/2018,05:00,N,HB_HUBAVG,22.36
4776,01/15/2018,06:00,N,HB_HUBAVG,25.44
4790,01/15/2018,07:00,N,HB_HUBAVG,39.25
4804,01/15/2018,08:00,N,HB_HUBAVG,38.62
4818,01/15/2018,09:00,N,HB_HUBAVG,32.77
4832,01/15/2018,10:00,N,HB_HUBAVG,30.98
4846,01/15/2018,11:00,N,HB_HUBAVG,28.49
4860,01/15/2018,12:00,N,HB_HUBAVG,26.85
4874,01/15/2018,13:00,N,HB_HUBAVG,25.03
4888,01/15/2018,14:00,N,HB_HUBAVG,23.59
4902,01/15/2018,15:00,N,HB_HUBAVG,22.6
4916,01/15/2018,16:00,N,HB_HUBAVG,22.0
4930,01/15/2018,17:00,N,HB_HUBAVG,23.01
4944,01/15/2018,18:00,N,HB_HUBAVG,24.21
4958,01/15/2018,19:00,N,HB_HUBAVG,25.19
4972,01/15/2018,20:00,N,HB_HUBAVG,25.95
4986,01/15/2018,21:00,N,HB_HUBAVG,25.0
5000,01/15/2018,22:00,N,HB_HUBAVG,23.28
5014,01/15/2018,23:00,N,HB_HUBAVG,21.22
5028,01/15/2018,24:00,N,HB_HUBAVG,19.48
5042,01/16/2018,01:00,N,HB_HUBAVG,19.4
5056,01/16/2018,02:00,N,HB_HUBAVG,20.68
5070,01/16/2018,03:00,N,HB_HUBAVG,21.45
5084,01/16/2018,04:00,N,HB_HUBAVG,22.78
5098,01/16/2018,05:00,N,HB_HUBAVG,26.69
5112,01/16/2018,06:00,N,HB_HUBAVG,33.72
5126,01/16/2018,07:00,N,HB_HUBAVG,59.7
5140,01/16/2018,08:00,N,HB_HUBAVG,68.68
5154,01/16/2018,09:00,N,HB_HUBAVG,55.17
5168,01/16/2018,10:00,N,HB_HUBAVG,54.93
5182,01/16/2018,11:00,N,HB_HUBAVG,49.32
5196,01/16/2018,12:00,N,HB_HUBAVG,45.12
5210,01/16/2018,13:00,N,HB_HUBAVG,45.32
5224,01/16/2018,14:00,N,HB_HUBAVG,45.19
5238,01/16/2018,15:00,N,HB_HUBAVG,43.91
5252,01/16/2018,16:00,N,HB_HUBAVG,48.31
5266,01/16/2018,17:00,N,HB_HUBAVG,60.11
5280,01/16/2018,18:00,N,HB_HUBAVG,133.88
5294,01/16/2018,19:00,N,HB_HUBAVG,193.84
5308,01/16/2018,20:00,N,HB_HUBAVG,124.22
5322,01/16/2018,21:00,N,HB_HUBAVG,84.36
5336,01/16/2018,22:00,N,HB_HUBAVG,75.03
5350,01/16/2018,23:00,N,HB_HUBAVG,55.0
5364,01/16/2018,24:00,N,HB_HUBAVG,48.22
5378,01/17/2018,01:00,N,HB_HUBAVG,64.7
5392,01/17/2018,02:00,N,HB_HUBAVG,63.03
5406,01/17/2018,03:00,N,HB_HUBAVG,64.21
5420,01/17/2018,04:00,N,HB_HUBAVG,72.69
5434,01/17/2018,05:00,N,HB_HUBAVG,108.23
5448,01/17/2018,06:00,N,HB_HUBAVG,290.92
5462,01/17/2018,07:00,N,HB_HUBAVG,1561.43
5476,01/17/2018,08:00,N,HB_HUBAVG,1658.38
5490,01/17/2018,09:00,N,HB_HUBAVG,530.02
5504,01/17/2018,10:00,N,HB_HUBAVG,103.45
5518,01/17/2018,11:00,N,HB_HUBAVG,98.24
5532,01/17/2018,12:00,N,HB_HUBAVG,73.69
5546,01/17/2018,13:00,N,HB_HUBAVG,64.24
5560,01/17/2018,14:00,N,HB_HUBAVG,56.53
5574,01/17/2018,15:00,N,HB_HUBAVG,49.58
5588,01/17/2018,16:00,N,HB_HUBAVG,48.41
5602,01/17/2018,17:00,N,HB_HUBAVG,53.45
5616,01/17/2018,18:00,N,HB_HUBAVG,68.6
5630,01/17/2018,19:00,N,HB_HUBAVG,95.0
5644,01/17/2018,20:00,N,HB_HUBAVG,79.21
5658,01/17/2018,21:00,N,HB_HUBAVG,67.95
5672,01/17/2018,22:00,N,HB_HUBAVG,62.53
5686,01/17/2018,23:00,N,HB_HUBAVG,54.25
5700,01/17/2018,24:00,N,HB_HUBAVG,48.85
5714,01/18/2018,01:00,N,HB_HUBAVG,41.83
5728,01/18/2018,02:00,N,HB_HUBAVG,44.1
5742,01/18/2018,03:00,N,HB_HUBAVG,46.05
5756,01/18/2018,04:00,N,HB_HUBAVG,48.4
5770,01/18/2018,05:00,N,HB_HUBAVG,56.24
5784,01/18/2018,06:00,N,HB_HUBAVG,106.06
5798,01/18/2018,07:00,N,HB_HUBAVG,270.54
5812,01/18/2018,08:00,N,HB_HUBAVG,267.51
5826,01/18/2018,09:00,N,HB_HUBAVG,145.21
5840,01/18/2018,10:00,N,HB_HUBAVG,92.35
5854,01/18/2018,11:00,N,HB_HUBAVG,73.21
5868,01/18/2018,12:00,N,HB_HUBAVG,52.21
5882,01/18/2018,13:00,N,HB_HUBAVG,47.01
5896,01/18/2018,14:00,N,HB_HUBAVG,41.35
5910,01/18/2018,15:00,N,HB_HUBAVG,38.15
5924,01/18/2018,16:00,N,HB_HUBAVG,38.33
5938,01/18/2018,17:00,N,HB_HUBAVG,40.57
5952,01/18/2018,18:00,N,HB_HUBAVG,50.76
5966,01/18/2018,19:00,N,HB_HUBAVG,68.43
5980,01/18/2018,20:00,N,HB_HUBAVG,50.82
5994,01/18/2018,21:00,N,HB_HUBAVG,42.93
6008,01/18/2018,22:00,N,HB_HUBAVG,36.41
6022,01/18/2018,23:00,N,HB_HUBAVG,33.6
6036,01/18/2018,24:00,N,HB_HUBAVG,27.99
6050,01/19/2018,01:00,N,HB_HUBAVG,22.52
6064,01/19/2018,02:00,N,HB_HUBAVG,21.7
6078,01/19/2018,03:00,N,HB_HUBAVG,22.15
6092,01/19/2018,04:00,N,HB_HUBAVG,23.22
6106,01/19/2018,05:00,N,HB_HUBAVG,24.09
6120,01/19/2018,06:00,N,HB_HUBAVG,28.48
6134,01/19/2018,07:00,N,HB_HUBAVG,60.3
6148,01/19/2018,08:00,N,HB_HUBAVG,55.03
6162,01/19/2018,09:00,N,HB_HUBAVG,38.39
6176,01/19/2018,10:00,N,HB_HUBAVG,33.13
6190,01/19/2018,11:00,N,HB_HUBAVG,28.12
6204,01/19/2018,12:00,N,HB_HUBAVG,26.48
6218,01/19/2018,13:00,N,HB_HUBAVG,24.28
6232,01/19/2018,14:00,N,HB_HUBAVG,22.81
6246,01/19/2018,15:00,N,HB_HUBAVG,20.18
6260,01/19/2018,16:00,N,HB_HUBAVG,19.43
6274,01/19/2018,17:00,N,HB_HUBAVG,21.51
6288,01/19/2018,18:00,N,HB_HUBAVG,30.51
6302,01/19/2018,19:00,N,HB_HUBAVG,33.02
6316,01/19/2018,20:00,N,HB_HUBAVG,26.08
6330,01/19/2018,21:00,N,HB_HUBAVG,23.85
6344,01/19/2018,22:00,N,HB_HUBAVG,23.23
6358,01/19/2018,23:00,N,HB_HUBAVG,21.16
6372,01/19/2018,24:00,N,HB_HUBAVG,17.6
6386,01/20/2018,01:00,N,HB_HUBAVG,16.34
6400,01/20/2018,02:00,N,HB_HUBAVG,15.65
6414,01/20/2018,03:00,N,HB_HUBAVG,15.26
6428,01/20/2018,04:00,N,HB_HUBAVG,14.99
6442,01/20/2018,05:00,N,HB_HUBAVG,16.21
6456,01/20/2018,06:00,N,HB_HUBAVG,17.72
6470,01/20/2018,07:00,N,HB_HUBAVG,25.06
6484,01/20/2018,08:00,N,HB_HUBAVG,27.45
6498,01/20/2018,09:00,N,HB_HUBAVG,30.01
6512,01/20/2018,10:00,N,HB_HUBAVG,32.62
